Ocupacao, Tempo\n
0.001, 0.00026
0.002, 0.00039
0.003, 0.00039
0.004, 0.00039
0.005, 0.00039
0.006, 0.00039
0.007, 0.00039
0.008, 0.00039
0.009, 0.00039
0.010, 0.00039
0.011, 0.00039
0.012, 0.00039
0.013, 0.00039
0.014, 0.00039
0.015, 0.00039
0.016, 0.00039
0.017, 0.00039
0.018, 0.00039
0.019, 0.00039
0.020, 0.00039
0.021, 0.00039
0.022, 0.00039
0.023, 0.00039
0.024, 0.00039
0.025, 0.00039
0.026, 0.00039
0.027, 0.00039
0.028, 0.00039
0.029, 0.00039
0.030, 0.00039
0.031, 0.00039
0.032, 0.00039
0.033, 0.00039
0.034, 0.00039
0.035, 0.00039
0.036, 0.00039
0.037, 0.00039
0.038, 0.00039
0.039, 0.00039
0.040, 0.00039
0.041, 0.00039
0.042, 0.00039
0.043, 0.00039
0.044, 0.00039
0.045, 0.00039
0.046, 0.00039
0.047, 0.00039
0.048, 0.00039
0.049, 0.00039
0.050, 0.00039
0.051, 0.00039
0.052, 0.00039
0.053, 0.00039
0.054, 0.00039
0.055, 0.00039
0.056, 0.00039
0.057, 0.00039
0.058, 0.00039
0.059, 0.00039
0.060, 0.00039
0.061, 0.00039
0.062, 0.00039
0.063, 0.00039
0.064, 0.00039
0.065, 0.00039
0.066, 0.00039
0.067, 0.00039
0.068, 0.00039
0.069, 0.00039
0.070, 0.00039
0.071, 0.00039
0.072, 0.00039
0.073, 0.00039
0.074, 0.00039
0.075, 0.00039
0.076, 0.00039
0.077, 0.00039
0.078, 0.00039
0.079, 0.00039
0.080, 0.00039
0.081, 0.00039
0.082, 0.00039
0.083, 0.00039
0.084, 0.00039
0.085, 0.00039
0.086, 0.00039
0.087, 0.00039
0.088, 0.00039
0.089, 0.00039
0.090, 0.00039
0.091, 0.00039
0.092, 0.00039
0.093, 0.00039
0.094, 0.00039
0.095, 0.00039
0.096, 0.00039
0.097, 0.00039
0.098, 0.00040
0.099, 0.00040
0.100, 0.00040
0.101, 0.00040
0.102, 0.00040
0.103, 0.00040
0.104, 0.00040
0.105, 0.00040
0.106, 0.00040
0.107, 0.00040
0.108, 0.00040
0.109, 0.00040
0.110, 0.00040
0.111, 0.00040
0.112, 0.00040
0.113, 0.00040
0.114, 0.00040
0.115, 0.00040
0.116, 0.00040
0.117, 0.00040
0.118, 0.00040
0.119, 0.00040
0.120, 0.00040
0.121, 0.00040
0.122, 0.00040
0.123, 0.00040
0.124, 0.00040
0.125, 0.00040
0.126, 0.00040
0.127, 0.00040
0.128, 0.00040
0.129, 0.00040
0.130, 0.00040
0.131, 0.00040
0.132, 0.00040
0.133, 0.00040
0.134, 0.00040
0.135, 0.00040
0.136, 0.00040
0.137, 0.00040
0.138, 0.00040
0.139, 0.00040
0.140, 0.00040
0.141, 0.00040
0.142, 0.00040
0.143, 0.00040
0.144, 0.00040
0.145, 0.00040
0.146, 0.00040
0.147, 0.00040
0.148, 0.00040
0.149, 0.00040
0.150, 0.00040
0.151, 0.00040
0.152, 0.00040
0.153, 0.00040
0.154, 0.00040
0.155, 0.00040
0.156, 0.00040
0.157, 0.00040
0.158, 0.00040
0.159, 0.00040
0.160, 0.00040
0.161, 0.00040
0.162, 0.00040
0.163, 0.00040
0.164, 0.00040
0.165, 0.00040
0.166, 0.00040
0.167, 0.00040
0.168, 0.00040
0.169, 0.00040
0.170, 0.00040
0.171, 0.00040
0.172, 0.00040
0.173, 0.00040
0.174, 0.00040
0.175, 0.00040
0.176, 0.00040
0.177, 0.00040
0.178, 0.00040
0.179, 0.00040
0.180, 0.00040
0.181, 0.00040
0.182, 0.00040
0.183, 0.00040
0.184, 0.00040
0.185, 0.00040
0.186, 0.00040
0.187, 0.00040
0.188, 0.00040
0.189, 0.00040
0.190, 0.00040
0.191, 0.00040
0.192, 0.00040
0.193, 0.00040
0.194, 0.00040
0.195, 0.00040
0.196, 0.00040
0.197, 0.00040
0.198, 0.00040
0.199, 0.00040
0.200, 0.00040
0.201, 0.00040
0.202, 0.00040
0.203, 0.00040
0.204, 0.00040
0.205, 0.00040
0.206, 0.00040
0.207, 0.00040
0.208, 0.00040
0.209, 0.00040
0.210, 0.00040
0.211, 0.00040
0.212, 0.00040
0.213, 0.00040
0.214, 0.00040
0.215, 0.00040
0.216, 0.00040
0.217, 0.00040
0.218, 0.00040
0.219, 0.00040
0.220, 0.00040
0.221, 0.00040
0.222, 0.00040
0.223, 0.00040
0.224, 0.00040
0.225, 0.00040
0.226, 0.00040
0.227, 0.00040
0.228, 0.00040
0.229, 0.00040
0.230, 0.00040
0.231, 0.00040
0.232, 0.00040
0.233, 0.00040
0.234, 0.00040
0.235, 0.00040
0.236, 0.00040
0.237, 0.00040
0.238, 0.00040
0.239, 0.00040
0.240, 0.00040
0.241, 0.00040
0.242, 0.00040
0.243, 0.00041
0.244, 0.00041
0.245, 0.00041
0.246, 0.00041
0.247, 0.00041
0.248, 0.00041
0.249, 0.00041
0.250, 0.00041
0.251, 0.00041
0.252, 0.00041
0.253, 0.00041
0.254, 0.00041
0.255, 0.00041
0.256, 0.00041
0.257, 0.00041
0.258, 0.00041
0.259, 0.00041
0.260, 0.00041
0.261, 0.00041
0.262, 0.00041
0.263, 0.00041
0.264, 0.00041
0.265, 0.00041
0.266, 0.00041
0.267, 0.00041
0.268, 0.00041
0.269, 0.00041
0.270, 0.00041
0.271, 0.00041
0.272, 0.00041
0.273, 0.00041
0.274, 0.00041
0.275, 0.00041
0.276, 0.00041
0.277, 0.00041
0.278, 0.00041
0.279, 0.00041
0.280, 0.00041
0.281, 0.00041
0.282, 0.00041
0.283, 0.00041
0.284, 0.00041
0.285, 0.00041
0.286, 0.00041
0.287, 0.00041
0.288, 0.00041
0.289, 0.00041
0.290, 0.00041
0.291, 0.00041
0.292, 0.00041
0.293, 0.00041
0.294, 0.00041
0.295, 0.00041
0.296, 0.00041
0.297, 0.00041
0.298, 0.00041
0.299, 0.00041
0.300, 0.00041
0.301, 0.00041
0.302, 0.00041
0.303, 0.00041
0.304, 0.00041
0.305, 0.00041
0.306, 0.00041
0.307, 0.00041
0.308, 0.00041
0.309, 0.00041
0.310, 0.00041
0.311, 0.00041
0.312, 0.00041
0.313, 0.00041
0.314, 0.00041
0.315, 0.00041
0.316, 0.00041
0.317, 0.00041
0.318, 0.00041
0.319, 0.00041
0.320, 0.00041
0.321, 0.00041
0.322, 0.00041
0.323, 0.00041
0.324, 0.00041
0.325, 0.00041
0.326, 0.00041
0.327, 0.00041
0.328, 0.00041
0.329, 0.00041
0.330, 0.00041
0.331, 0.00041
0.332, 0.00041
0.333, 0.00041
0.334, 0.00041
0.335, 0.00041
0.336, 0.00041
0.337, 0.00041
0.338, 0.00041
0.339, 0.00041
0.340, 0.00041
0.341, 0.00041
0.342, 0.00041
0.343, 0.00041
0.344, 0.00041
0.345, 0.00041
0.346, 0.00042
0.347, 0.00042
0.348, 0.00042
0.349, 0.00042
0.350, 0.00042
0.351, 0.00042
0.352, 0.00042
0.353, 0.00042
0.354, 0.00042
0.355, 0.00042
0.356, 0.00042
0.357, 0.00042
0.358, 0.00042
0.359, 0.00042
0.360, 0.00042
0.361, 0.00042
0.362, 0.00042
0.363, 0.00042
0.364, 0.00042
0.365, 0.00042
0.366, 0.00042
0.367, 0.00042
0.368, 0.00042
0.369, 0.00042
0.370, 0.00042
0.371, 0.00042
0.372, 0.00042
0.373, 0.00042
0.374, 0.00042
0.375, 0.00042
0.376, 0.00042
0.377, 0.00042
0.378, 0.00042
0.379, 0.00042
0.380, 0.00042
0.381, 0.00042
0.382, 0.00042
0.383, 0.00042
0.384, 0.00042
0.385, 0.00042
0.386, 0.00042
0.387, 0.00042
0.388, 0.00042
0.389, 0.00042
0.390, 0.00042
0.391, 0.00042
0.392, 0.00042
0.393, 0.00042
0.394, 0.00042
0.395, 0.00042
0.396, 0.00042
0.397, 0.00042
0.398, 0.00042
0.399, 0.00042
0.400, 0.00042
0.401, 0.00042
0.402, 0.00042
0.403, 0.00042
0.404, 0.00042
0.405, 0.00042
0.406, 0.00042
0.407, 0.00042
0.408, 0.00042
0.409, 0.00042
0.410, 0.00042
0.411, 0.00042
0.412, 0.00042
0.413, 0.00042
0.414, 0.00042
0.415, 0.00042
0.416, 0.00042
0.417, 0.00042
0.418, 0.00042
0.419, 0.00042
0.420, 0.00042
0.421, 0.00042
0.422, 0.00042
0.423, 0.00042
0.424, 0.00042
0.425, 0.00042
0.426, 0.00042
0.427, 0.00042
0.428, 0.00042
0.429, 0.00042
0.430, 0.00042
0.431, 0.00042
0.432, 0.00042
0.433, 0.00042
0.434, 0.00042
0.435, 0.00042
0.436, 0.00042
0.437, 0.00042
0.438, 0.00042
0.439, 0.00042
0.440, 0.00042
0.441, 0.00042
0.442, 0.00042
0.443, 0.00042
0.444, 0.00042
0.445, 0.00042
0.446, 0.00042
0.447, 0.00042
0.448, 0.00042
0.449, 0.00042
0.450, 0.00042
0.451, 0.00042
0.452, 0.00042
0.453, 0.00042
0.454, 0.00042
0.455, 0.00042
0.456, 0.00042
0.457, 0.00042
0.458, 0.00042
0.459, 0.00042
0.460, 0.00042
0.461, 0.00042
0.462, 0.00042
0.463, 0.00042
0.464, 0.00042
0.465, 0.00042
0.466, 0.00042
0.467, 0.00042
0.468, 0.00042
0.469, 0.00042
0.470, 0.00043
0.471, 0.00043
0.472, 0.00043
0.473, 0.00043
0.474, 0.00043
0.475, 0.00043
0.476, 0.00043
0.477, 0.00043
0.478, 0.00043
0.479, 0.00043
0.480, 0.00043
0.481, 0.00043
0.482, 0.00043
0.483, 0.00043
0.484, 0.00043
0.485, 0.00043
0.486, 0.00043
0.487, 0.00043
0.488, 0.00043
0.489, 0.00043
0.490, 0.00044
0.491, 0.00044
0.492, 0.00044
0.493, 0.00044
0.494, 0.00044
0.495, 0.00044
0.496, 0.00044
0.497, 0.00044
0.498, 0.00044
0.499, 0.00044
0.500, 0.00044
0.501, 0.00044
0.502, 0.00044
0.503, 0.00044
0.504, 0.00044
0.505, 0.00044
0.504, 0.00044
0.505, 0.00044
0.506, 0.00044
0.507, 0.00044
0.508, 0.00044
0.509, 0.00044
0.510, 0.00044
0.511, 0.00044
0.512, 0.00044
0.513, 0.00044
0.514, 0.00044
0.515, 0.00044
0.516, 0.00044
0.517, 0.00044
0.518, 0.00044
0.519, 0.00044
0.520, 0.00044
0.521, 0.00044
0.522, 0.00044
0.523, 0.00044
0.524, 0.00044
0.525, 0.00044
0.526, 0.00044
0.527, 0.00044
0.528, 0.00044
0.529, 0.00044
0.530, 0.00044
0.531, 0.00044
0.532, 0.00044
0.533, 0.00044
0.534, 0.00044
0.535, 0.00044
0.536, 0.00044
0.537, 0.00044
0.538, 0.00044
0.539, 0.00044
0.540, 0.00044
0.541, 0.00044
0.542, 0.00044
0.543, 0.00044
0.544, 0.00044
0.545, 0.00044
0.546, 0.00044
0.547, 0.00044
0.548, 0.00044
0.549, 0.00044
0.550, 0.00044
0.551, 0.00044
0.552, 0.00044
0.553, 0.00044
0.554, 0.00044
0.555, 0.00044
0.556, 0.00044
0.557, 0.00044
0.558, 0.00044
0.559, 0.00044
0.560, 0.00044
0.561, 0.00044
0.562, 0.00044
0.563, 0.00044
0.564, 0.00044
0.565, 0.00044
0.566, 0.00044
0.567, 0.00044
0.568, 0.00044
0.569, 0.00044
0.570, 0.00044
0.571, 0.00045
0.572, 0.00045
0.573, 0.00045
0.574, 0.00045
0.575, 0.00045
0.576, 0.00045
0.577, 0.00045
0.578, 0.00045
0.579, 0.00045
0.580, 0.00045
0.581, 0.00045
0.582, 0.00045
0.583, 0.00045
0.584, 0.00045
0.585, 0.00045
0.586, 0.00045
0.587, 0.00045
0.588, 0.00045
0.589, 0.00045
0.590, 0.00045
0.591, 0.00045
0.592, 0.00045
