Ocupacao, Tempo\n
0.010, 0.00035
0.020, 0.00048
0.030, 0.00048
0.040, 0.00048
0.050, 0.00048
0.060, 0.00048
0.070, 0.00048
0.080, 0.00048
0.090, 0.00048
0.100, 0.00048
0.110, 0.00048
0.120, 0.00048
0.130, 0.00048
0.140, 0.00048
0.150, 0.00048
0.160, 0.00048
0.170, 0.00048
0.180, 0.00048
0.190, 0.00048
0.200, 0.00048
0.210, 0.00048
0.220, 0.00048
0.230, 0.00048
0.240, 0.00048
0.250, 0.00048
0.260, 0.00048
0.270, 0.00048
0.280, 0.00048
0.290, 0.00048
0.300, 0.00048
0.310, 0.00048
0.320, 0.00048
0.330, 0.00048
0.340, 0.00048
0.350, 0.00048
0.360, 0.00048
0.370, 0.00048
0.380, 0.00048
0.390, 0.00048
0.400, 0.00048
0.410, 0.00048
0.420, 0.00048
0.430, 0.00048
0.440, 0.00048
0.450, 0.00048
0.460, 0.00048
0.470, 0.00048
0.480, 0.00048
0.490, 0.00048
0.500, 0.00048
0.510, 0.00048
0.520, 0.00048
0.530, 0.00048
0.540, 0.00048
0.550, 0.00048
0.560, 0.00048
0.570, 0.00048
0.580, 0.00048
0.590, 0.00048
0.600, 0.00048
0.610, 0.00048
0.620, 0.00048
0.630, 0.00048
0.640, 0.00048
0.650, 0.00048
0.660, 0.00048
0.670, 0.00048
0.680, 0.00048
0.690, 0.00048
0.700, 0.00048
0.710, 0.00048
0.720, 0.00048
0.730, 0.00048
0.740, 0.00048
0.750, 0.00048
0.760, 0.00048
0.770, 0.00048
0.780, 0.00048
0.790, 0.00048
0.800, 0.00048
0.810, 0.00048
0.820, 0.00048
0.830, 0.00048
0.840, 0.00048
0.850, 0.00048
0.860, 0.00048
0.870, 0.00048
0.880, 0.00048
0.890, 0.00048
0.900, 0.00048
0.910, 0.00048
0.920, 0.00048
0.930, 0.00048
0.940, 0.00048
0.950, 0.00048
0.960, 0.00048
0.970, 0.00048
0.980, 0.00048
0.990, 0.00048
1.000, 0.00048
0.990, 0.00051
1.000, 0.00053
0.990, 0.00054
1.000, 0.00056
0.990, 0.00063
1.000, 0.00065
0.990, 0.00066
1.000, 0.00068
0.990, 0.00070
1.000, 0.00071
0.990, 0.00074
1.000, 0.00076
0.990, 0.00077
0.980, 0.00078
0.970, 0.00078
0.980, 0.00079
0.990, 0.00079
1.000, 0.00079
0.990, 0.00083
1.000, 0.00085
0.990, 0.00087
1.000, 0.00089
0.990, 0.00090
1.000, 0.00092
0.990, 0.00093
1.000, 0.00096
0.990, 0.00097
1.000, 0.00100
0.990, 0.00101
0.980, 0.00102
0.990, 0.00103
1.000, 0.00103
0.990, 0.00106
0.980, 0.00108
0.990, 0.00109
